Date,Open,High,Low,Close,Volume,Adj Close
2009-11-13,77.91,78.14,77.32,77.97,63932200,106.37
2009-11-12,76.26,77.8,76.06,77.23,127838900,105.36
2009-11-11,77.91,78.42,75.67,76.26,171398200,104.04
2009-11-10,77.43,77.8,75.47,77.32,211233900,105.47
2009-11-09,78.45,78.79,77.54,78.45,100987000,107.03
2009-11-06,78.08,78.48,76.52,77.23,109736200,105.36
2009-11-05,77.74,79.11,77.17,78.17,99260100,106.64
2009-11-04,76.75,77.88,76.21,77.34,103900100,105.51
2009-11-03,77.06,77.09,75.98,76.32,95093000,104.12
2009-11-02,76.29,77.69,76.21,77.46,106624600,105.67
2009-10-30,78.62,79.02,76.24,76.52,216258700,104.39
2009-10-29,77.91,79.39,77.63,79.02,105449100,107.8
2009-10-28,77.91,79.05,77.91,78.62,96284500,107.26
2009-10-27,77.4,79.08,77.12,78.37,105073200,106.91
2009-10-26,78.2,78.94,77.09,77.57,99820900,105.82
2009-10-23,79.73,80.9,78.11,78.2,141193100,106.68
2009-10-22,76.41,79.34,75.75,79.34,185290900,108.23
2009-10-21,76.69,77.34,75.87,76.72,120934900,104.66
2009-10-20,76.78,76.8,75.95,75.95,85546200,103.61
2009-10-19,76.01,76.55,75.92,76.32,82053700,104.12
2009-10-16,77.83,77.83,75.52,75.78,164810200,103.38
2009-10-15,77.32,77.69,76.98,77.37,0,105.55
2009-10-14,77.34,77.88,76.66,77.03,129401100,105.09
2009-10-13,76.61,77.2,76.04,76.04,121763500,103.73
2009-10-12,76.21,78.03,75.92,76.49,128758900,104.35
2009-10-09,76.09,77.15,74.98,75.33,142492000,102.76
2009-10-08,78.45,78.62,76.15,76.55,193968900,104.43
2009-10-07,79.16,79.34,77.91,77.91,120665300,106.29
2009-10-06,79.73,80.07,78.57,79.53,121760000,108.5
2009-10-05,78.65,80.07,78.2,79.65,95635400,108.66
2009-10-02,79.02,79.62,77.97,78.65,0,107.3
2009-10-01,79.56,81.01,79.45,79.59,95700500,108.58
2009-09-30,80.19,80.44,78.16,79.73,125641100,108.77
2009-09-29,82.06,82.06,69.52,80.47,91254900,109.78
2009-09-28,80.53,82.15,78.16,82.15,105274500,112.07
2009-09-25,81.04,81.61,80.53,80.64,110606700,110.01
2009-09-24,81.33,81.81,80.36,80.64,113585700,110.01
2009-09-23,80.9,81.84,80.56,81.21,122364900,110.79
2009-09-22,79.62,80.93,79.21,80.19,108240100,109.39
2009-09-21,79.62,80.65,78.65,79.36,105230400,108.27
2009-09-18,79.9,80.03,76.78,79.85,224047800,108.93
2009-09-17,80.07,80.35,79.53,79.79,113027400,108.85
2009-09-16,79.56,79.9,75.64,79.34,105785100,108.23
2009-09-15,78.68,79.94,78.37,79.16,85507300,108
2009-09-14,78.08,79.21,73.93,78.77,88811800,107.45
2009-09-11,79.14,79.22,78.08,78.2,126552800,106.68
2009-09-10,79.36,79.62,77.91,78.62,168502700,107.26
2009-09-09,77.71,79.91,77.34,78.68,99186800,107.34
2009-09-08,76.46,78.71,71.09,77.8,152167700,106.13
2009-09-07,76.55,77.29,76.09,76.49,72384400,104.35
2009-09-04,75.13,76.42,74.5,75.78,98750500,103.38
2009-09-03,73.99,75.04,73.7,74.1,66488000,101.09
2009-09-02,75.44,75.64,73.76,73.99,88940200,100.94
2009-09-01,76.15,131.12,74.97,75.04,101976200,102.37
2009-08-31,75.52,75.52,75.52,75.52,0,103.03
2009-08-28,76.49,76.66,75.41,75.52,99390000,103.03
2009-08-27,76.01,76.54,75.44,75.87,74015100,103.5
2009-08-26,76.43,81.52,75.38,75.87,69956200,103.5
2009-08-25,74.39,76.75,74.1,76.29,141386300,104.08
2009-08-24,75.33,75.41,72.04,74.53,80450300,101.67
2009-08-21,74.87,75.41,73.76,74.79,185559800,102.02
2009-08-20,73.45,74.96,73.31,74.73,0,101.94
2009-08-19,72.23,73.28,72,73.08,79342000,99.7
2009-08-18,72.79,72.94,71.74,72.74,67743600,99.23
2009-08-17,71.54,72.28,71,72.2,40629000,98.49
2009-08-14,73.62,73.76,71.62,71.88,121389900,98.07
2009-08-13,73.53,74.64,73.11,73.36,78641800,100.08
2009-08-12,73.16,73.79,72.4,73.51,104284200,100.28
2009-08-11,73.36,73.62,66.54,72.91,83636100,99.46
2009-08-10,73.19,73.39,72.03,73.14,86312900,99.77
2009-08-07,71.03,73.08,70.55,72.77,160831000,99.27
2009-08-06,71.09,71.09,70.26,70.78,85696600,96.55
2009-08-05,71.52,71.8,70.24,70.58,86571800,96.28
2009-08-04,71.37,71.54,70.63,71.26,99243300,97.21
2009-08-03,70.01,71.37,69.52,71.09,128332300,96.98
2009-07-31,69.15,70.12,68.53,69.78,159515100,95.19
2009-07-30,68.5,69.81,67.71,69.47,164484600,94.77
2009-07-29,67.82,68.76,67.19,67.71,116893400,92.36
2009-07-28,68.16,68.3,66.71,67.42,107541700,91.97
2009-07-27,69.07,69.1,67.79,68.25,92068500,93.1
2009-07-24,67.96,69.52,67.34,68.39,243414200,93.29
2009-07-23,65.43,66.85,64.66,66.48,0,90.7
2009-07-22,64.98,65.91,64.23,65.29,142277900,89.07
2009-07-21,64.26,65.67,62.56,64.63,136408300,88.17
2009-07-20,64.69,64.72,64.01,64.26,104188000,87.67
2009-07-17,65.83,65.91,63.87,64.35,163049700,87.79
2009-07-16,65.4,66.01,64.83,65.37,100105000,89.18
2009-07-15,64.38,65.41,63.9,65.4,108657400,89.22
2009-07-14,64.09,64.61,63.4,64.15,145345400,87.51
2009-07-13,64.61,65.69,63.05,65.4,103787600,89.22
2009-07-10,64.35,65.17,62.16,63.84,125311200,87.09
2009-07-09,65.86,64.83,63.89,64.83,106728200,88.44
2009-07-08,65.12,65.94,63.88,65.52,135144100,89.38
2009-07-07,66.31,66.37,64.33,65.09,90200600,88.79
2009-07-06,64.15,66.4,64.15,65.77,101774200,89.73
2009-07-03,65.6,66.48,64.58,64.66,0,88.21
2009-07-02,68.02,68.02,65.63,65.69,152430500,89.61
2009-07-01,67.22,68.39,65.4,67.96,122445100,92.71
2009-06-30,67.02,69.48,66.2,66.65,121048400,90.93
2009-06-29,66.17,67.05,65.97,66.88,0,91.24
2009-06-26,66.74,67.11,65.43,66.08,112546700,90.15
2009-06-25,67.11,77.36,66.11,66.6,111644300,90.85
2009-06-24,67.14,67.9,66.43,67.48,0,92.05
2009-06-23,67.11,67.99,66.71,66.99,109618200,91.39
2009-06-22,68.22,68.22,67.19,67.39,0,91.94
2009-06-19,69.33,69.95,67.9,68.22,284611500,93.06
2009-06-18,67.14,70.29,67.02,69.27,262666100,94.5
2009-06-17,65.34,69.21,64.89,67.65,191538400,92.29
2009-06-16,64.15,65.61,64.12,65.23,219448100,88.99
2009-06-15,64.52,64.98,64.21,64.21,175089300,87.59
2009-06-12,65.26,66.64,64.95,65.23,184083500,88.99
2009-06-11,63.87,67.73,63.67,65.26,115099900,89.03
2009-06-10,65.4,65.6,63.35,63.7,176341800,86.89
2009-06-09,64.83,65.54,63.56,65.03,124250200,88.72
2009-06-08,64.29,64.78,63.67,64.32,0,87.75
2009-06-05,64.01,64.8,63.24,64.04,151349400,87.36
2009-06-04,64.61,64.78,63.61,63.98,126507000,87.28
2009-06-03,64.83,65.4,63.89,64.26,195022300,87.67
2009-06-02,66.82,67.82,66.25,67.56,153837700,88.3
2009-06-01,66.65,67.76,66.28,66.94,113839400,87.48
2009-05-29,67.28,67.45,65.71,65.97,160431100,86.22
2009-05-28,66.54,67.9,65.97,66.65,138288300,87.11
2009-05-27,67.28,67.62,64.69,67.39,114408000,88.08
2009-05-26,65.4,67.36,63.5,66.99,154129200,87.56
2009-05-25,65.69,65.69,65.69,65.69,0,85.85
2009-05-22,64.49,66.4,64.38,65.69,226596300,85.85
2009-05-21,65.69,72.15,64.55,64.72,288656600,84.58
2009-05-20,69.72,72.15,67.11,67.62,271512600,88.37
2009-05-19,73.08,73.36,68.36,69.61,328876300,90.98
2009-05-18,70.58,72.71,70.07,72.48,147271500,94.73
2009-05-15,72.37,72.92,70.07,70.07,126424400,91.57
2009-05-14,70.75,72.92,70.72,71.71,128214200,93.73
2009-05-13,69.95,72.75,68.96,70.69,198973900,92.39
2009-05-12,68.93,70.49,68.19,70.24,180922900,91.79
2009-05-11,68.25,69.38,67.85,68.05,173998300,88.93
2009-05-08,69.35,70.58,67.93,68.25,214531900,89.19
2009-05-07,72.79,73.43,68.53,68.96,251642100,90.12
2009-05-06,72.79,73.37,71.97,72.48,150059700,94.73
2009-05-05,72.25,72.71,71.37,72.45,137967100,94.69
2009-05-04,71.49,71.49,71.49,71.49,0,93.43
2009-05-01,71.03,72,70.58,71.49,60873900,93.43
2009-04-30,71.66,72.28,70.29,70.92,152744800,92.69
2009-04-29,69.92,71.43,69.44,70.98,0,92.76
2009-04-28,70.24,71.4,69.41,70.15,80742100,91.68
2009-04-27,69.3,71.6,56.87,71.34,122971900,93.24
2009-04-24,70.52,70.52,67.56,69.67,246752400,91.05
2009-04-23,71.52,72.08,69.18,69.75,127631900,91.16
2009-04-22,72.54,73.19,70.78,71.46,160061400,93.39
2009-04-21,72.23,74.19,69.18,72.17,241745400,94.32
2009-04-20,73.93,75.7,71.52,72.51,117630500,94.77
2009-04-17,72.23,74.22,71.83,73.73,213817400,96.36
2009-04-16,69.64,70.98,68.25,70.98,153429700,92.76
2009-04-15,68.47,69.92,67.96,68.53,116592100,89.56
2009-04-14,70.24,70.41,67.82,69.24,167488100,90.49
2009-04-13,69.87,69.87,69.87,69.87,0,91.31
2009-04-10,69.87,69.87,69.87,69.87,0,91.31
2009-04-09,70.92,71.15,68.93,69.87,139030700,91.31
2009-04-08,70.95,72.37,69.61,71.49,109027300,93.43
2009-04-07,72.74,73.05,70.01,70.58,81330100,92.24
2009-04-06,72.79,73.02,69.84,71.57,76657800,93.54
2009-04-03,74.22,74.67,70.73,71.15,132046500,92.98
2009-04-02,75.04,75.07,70.86,73.25,164415300,95.73
2009-04-01,72.23,73.53,71.15,72.91,212637000,95.29
2009-03-31,67.11,69.81,66.68,69.81,200807800,91.24
2009-03-30,66.48,67.53,65.69,66.2,134828600,86.52
2009-03-27,67.99,68.53,64.86,66.14,198222000,86.44
2009-03-26,68.53,69.15,67.85,68.25,166045300,89.19
2009-03-25,67.99,69.35,67.99,68.9,134886200,90.05
2009-03-24,69.61,69.84,67.51,68.25,129662300,89.19
2009-03-23,70.8,70.8,67.56,68.36,173921900,89.34
2009-03-20,68.25,69.58,67.39,68.22,286068000,89.15
2009-03-19,70.83,71.83,67.76,68.79,316175800,89.9
2009-03-18,71.09,72.03,69.21,70.52,126238600,92.16
2009-03-17,68.44,70.86,67.45,70.58,0,92.24
2009-03-16,67.68,68.81,66.94,68.53,155197800,89.56
2009-03-13,67.11,68.76,64.98,65.91,158374300,86.14
2009-03-12,66.08,67.9,63.84,66.85,179977100,87.37
2009-03-11,68.1,65.83,63.84,65.83,213269600,86.03
2009-03-10,64.89,68.44,64.44,68.44,175063100,89.45
2009-03-09,66.97,67.11,64.38,65.2,164846600,85.22
2009-03-06,66.11,68.61,65.97,67.08,149092800,87.67
2009-03-05,68.59,107.46,66.82,67.11,138192100,87.71
2009-03-04,67.88,69.41,66.68,69.41,145379900,90.72
2009-03-03,68.39,70.07,66.51,67.05,164666600,87.63
2009-03-02,69.38,70.18,68.3,68.7,164168300,89.79
2009-02-27,69.38,71.4,69.35,71.2,140745100,93.06
2009-02-26,68.81,72.08,68.42,70.98,155754000,92.76
2009-02-25,70.24,70.63,67.85,68.3,136759200,89.27
2009-02-24,70.26,72.11,69.13,69.75,124555400,91.16
2009-02-23,72.03,73.25,71.29,71.77,0,93.8
2009-02-20,71.26,71.8,70.07,71.37,138391500,93.28
2009-02-19,73.16,73.59,71.88,72.31,100113900,94.51
2009-02-18,74.25,74.64,71.71,73.02,103330700,95.43
2009-02-17,74.53,74.61,72.58,73.71,106091100,96.33
2009-02-16,75.64,76.41,74.76,75.15,73155700,98.22
2009-02-13,76.32,78.06,75.64,76.26,116232000,99.67
2009-02-12,75.89,76.49,73.93,75.61,121311100,98.82
2009-02-11,75.67,76.95,75.1,76.63,113110500,100.15
2009-02-10,77.37,78.77,76.01,76.06,0,99.41
2009-02-09,78.2,94.27,76.69,78.2,96667200,102.2
2009-02-06,77.88,79.28,76.78,78.71,134662300,102.87
2009-02-05,76.72,77.77,75.64,76.75,92126500,100.3
2009-02-04,79.05,79.16,75.98,77.88,134724000,101.79
2009-02-03,76.52,78.4,75.3,78,189427800,101.94
2009-02-02,72.65,74.5,71.01,72.88,105433600,95.25
2009-01-30,74.22,75.92,73.19,73.76,164572100,96.4
2009-01-29,77.34,77.63,74.47,74.98,123935700,98
2009-01-28,77.94,78.31,76.04,77.17,141447000,100.86
2009-01-27,77.91,78.42,74.9,77.06,158566800,100.71
2009-01-26,74.07,77.29,73.25,77.23,168748600,100.94
2009-01-23,73.68,73.93,71.37,73.82,141120800,96.48
2009-01-22,76.21,76.21,73.08,73.08,179042200,95.51
2009-01-21,77.03,78.57,75.1,75.52,218066700,98.71
2009-01-20,77.37,80.76,76.78,77.71,0,101.57
2009-01-19,77.94,78.37,76.83,77.66,83443000,101.49
2009-01-16,77.17,79.11,75.72,76.72,141881000,100.27
2009-01-15,77.43,77.91,74.3,75.04,0,98.07
2009-01-14,79.79,79.9,76.29,77.34,151679800,101.08
2009-01-13,77.88,79.19,76.78,78.97,82173000,103.2
2009-01-12,77.91,79.02,77.46,78.65,73073400,102.79
2009-01-09,79.62,79.93,76.89,78.23,131732100,102.24
2009-01-08,79.62,81.18,78.11,80.1,114012800,104.69
2009-01-07,83.03,83.37,80.02,81.18,164103500,106.1
2009-01-06,82.04,84.17,81.61,84.06,174672600,109.85
2009-01-05,81.33,83.2,78.42,82.49,142386500,107.81
2009-01-02,78.85,79.25,77.52,79.05,62124500,103.31
2009-01-01,79.05,79.05,79.05,79.05,0,103.31
2008-12-31,78.14,80.42,77.49,79.05,51260400,103.31
2008-12-30,74.87,77.91,74.07,77.4,80201300,101.16
2008-12-29,73.65,75.04,73.19,74.05,55033000,96.77
2008-12-26,73.11,73.11,73.11,73.11,0,95.55
2008-12-25,73.11,73.11,73.11,73.11,0,95.55
2008-12-24,72.23,73.93,71.74,73.11,31924400,95.55
2008-12-23,76.46,77.83,72.79,73.11,113729200,95.55
2008-12-22,72.85,76.75,72.57,75.78,134418700,99.04
2008-12-19,73.59,74.87,72.27,73.9,263375500,96.59
2008-12-18,73.71,75.64,72.54,74.64,152841200,97.55
2008-12-17,74.42,74.42,71.49,73.19,177905600,95.66
2008-12-16,72.25,75.84,72.23,73.82,142731900,96.48
2008-12-15,73.39,74.02,71.94,73.08,102343000,95.51
2008-12-12,72.57,74.87,72.23,73.08,125665800,95.51
2008-12-11,75.5,76.55,74.25,75.1,97950400,98.15
2008-12-10,75.92,76.32,74.44,74.81,161435300,97.78
2008-12-09,77.12,77.86,75.07,76.8,158783100,100.38
2008-12-08,75.72,77.2,74.44,77.03,208764800,100.68
2008-12-05,71.37,73.65,69.68,72,168483000,94.1
2008-12-04,72.79,73.59,66.54,71.8,162216300,93.84
2008-12-03,70.07,73.22,69.24,72.77,185252200,95.1
2008-12-02,67.96,69.98,66.72,69.72,231301400,91.12
2008-12-01,71.32,72.17,64.89,68.87,193020200,90.01
2008-11-28,72.11,72.85,56.87,72.34,128642600,94.54
2008-11-27,73.36,73.93,71.32,71.66,87941000,93.65
2008-11-26,70.8,73.05,66.88,71.94,148623800,94.02
2008-11-25,68.36,74.22,68.33,71.54,258576600,93.5
2008-11-24,65.34,70.89,64.44,69.95,288430800,91.42
2008-11-21,68.59,68.81,63.13,63.98,364701900,83.62
2008-11-20,65.97,70.18,65.69,69.33,212573200,90.6
2008-11-19,72.62,72.74,67.34,67.9,280906400,88.75
2008-11-18,70.52,73.71,69.18,73.71,277441300,94.5
2008-11-17,69.67,70.95,68.84,69.95,159363100,89.68
2008-11-14,71.57,72.37,69.64,69.95,186687700,89.68
2008-11-13,68.25,71.17,67.22,70.63,297271300,90.56
2008-11-12,67.68,71.09,67.31,69.38,371299100,88.95
2008-11-11,63.44,68.22,60.5,65.4,451021500,83.85
2008-11-10,61.99,62.56,59.74,61.59,232244300,78.96
2008-11-07,61.93,63.24,60,60.68,221758600,77.8
2008-11-06,64.38,66.54,60.68,61.36,340165400,78.67
2008-11-05,66.94,68.25,62.67,66.54,187768300,85.31
2008-11-04,65.63,68.19,64.89,67.28,222779000,86.26
2008-11-03,69.27,69.33,62.79,66.25,277256100,84.94
2008-10-31,65.52,68.42,64.49,67.73,218225300,86.84
2008-10-30,69.55,69.95,66.4,67.85,198292800,86.98
2008-10-29,66.71,68.16,59.53,68.16,292079200,87.39
2008-10-28,61.36,64.37,58.09,62.87,318435000,80.6
2008-10-27,55.73,60.68,54.82,59.43,301463300,76.19
2008-10-24,58.58,59.74,55.05,58.86,307150300,75.46
2008-10-23,60.28,62.19,54.88,61.42,299509000,78.75
2008-10-22,61.42,63.38,58.38,58.58,291919800,75.1
2008-10-21,67.68,67.68,63.33,63.58,232515200,81.52
2008-10-20,68.25,68.81,64.49,66.82,223477100,85.67
2008-10-17,64.83,66.51,60.4,66.06,247152500,84.69
2008-10-16,61.53,65.34,60.28,61.88,273695400,79.33
2008-10-15,69.38,69.38,63.7,64.86,196461000,83.16
2008-10-14,70.24,70.95,67.39,69.24,290001100,88.77
2008-10-13,65.97,67.68,63.98,67.39,244207800,86.4
2008-10-10,62.56,69.36,56.87,62.27,486900300,79.84
2008-10-09,69.7,70.52,67.53,67.56,251462900,86.62
2008-10-08,69.67,72.77,67.11,69.15,301239400,88.66
2008-10-07,70.8,75.07,70.52,71.54,235224000,91.72
2008-10-06,72.23,73.08,69.44,70.89,243919000,90.89
2008-10-03,72.51,74.1,69.15,73.51,165544700,94.24
2008-10-02,71.91,73.93,70.41,72.14,173268500,92.49
2008-10-01,70.8,72.23,69.21,71.12,195246800,91.18
2008-09-30,67.11,71.09,67.05,69.78,243792800,89.46
2008-09-29,71.34,71.66,68.76,68.76,168425200,88.15
2008-09-26,72.37,72.62,71.43,71.66,146055000,91.87
2008-09-25,68.79,73.14,67.28,72.68,262607300,93.18
2008-09-24,70.98,71.66,68.59,68.59,194767800,87.93
2008-09-23,71.37,72.62,70.55,70.89,165555700,90.89
2008-09-22,74.84,75.18,72.54,72.77,124500500,93.29
2008-09-19,70.01,75.07,68.25,74.73,448120500,95.81
2008-09-18,70.49,70.95,68.25,68.25,304377400,87.5
2008-09-17,73.36,74.02,66.5,70.01,268647300,89.76
2008-09-16,73.08,75.66,72.08,72.23,295252400,92.6
2008-09-15,76.21,76.78,74.39,74.39,244236300,95.37
2008-09-12,76.89,77.94,76.09,77.86,155970000,99.82
2008-09-11,76.83,77.46,75.92,76.29,156825400,97.81
2008-09-10,77.91,78.99,76.83,77.54,149218900,99.42
2008-09-09,76.95,79.31,76.21,77.86,198285300,99.82
2008-09-08,77.4,77.91,76.49,77.17,87854200,98.94
2008-09-05,77.74,78.42,74.76,74.9,211853800,96.03
2008-09-04,80.19,80.59,78.42,78.42,171680200,100.55
2008-09-03,80.19,81.07,79.65,80.53,158107100,103.24
2008-09-02,80.44,83.26,80.13,82.01,193637000,105.14
2008-09-01,79.39,81.3,79.05,79.88,59778000,102.41
2008-08-29,79.96,80.82,79.36,80.22,131806700,102.84
2008-08-28,79.19,81.95,79.05,81.24,124959900,104.16
2008-08-27,77.74,81.18,77.74,80.5,113233700,103.21
2008-08-26,78.25,79.31,78.25,78.54,106285900,100.69
2008-08-25,79.59,79.59,79.59,79.59,0,102.04
2008-08-22,76.66,79.62,76.43,79.59,114861400,102.04
2008-08-21,76.49,77.63,75.84,76.66,118573200,98.29
2008-08-20,77.63,78.2,76.15,77.23,136422100,99.02
2008-08-19,78.82,79.42,77.54,77.54,121432500,99.42
2008-08-18,78.68,80.09,77.97,79.53,74710200,101.97
2008-08-15,79.9,80.44,78.48,79.42,125989900,101.82
2008-08-14,80.19,80.27,79.16,79.56,87410900,102.01
2008-08-13,80.79,81.21,79.14,79.56,134716800,102.01
2008-08-12,80.19,81.24,79.9,80.96,131305400,103.79
2008-08-11,79.16,80.36,78.97,80.36,105507800,103.03
2008-08-08,77.63,79.79,76.78,79.79,164271700,102.3
2008-08-07,79.48,79.9,78.57,79.25,166634800,101.6
2008-08-06,79.9,80.81,79.62,80.27,158357800,102.92
2008-08-05,77.91,80.47,74.07,80.44,135667000,103.14
2008-08-04,77.57,78.77,76.95,77.97,105670000,99.96
2008-08-01,77.88,79.34,77.46,78.28,202308800,100.36
2008-07-31,76.8,77.52,75.13,77.37,0,99.2
2008-07-30,76.63,77.34,75.87,76.75,157938900,98.4
2008-07-29,73.31,76.52,73.08,76.18,214737500,97.67
2008-07-28,75.24,75.52,73.36,73.9,119869400,94.75
2008-07-25,75.64,76.04,74.36,75.58,136149500,96.9
2008-07-24,76.78,77.37,75.07,76.06,251355300,97.52
2008-07-23,75.07,76.49,71.66,74.73,435348700,95.81
2008-07-22,76.49,77.12,71.29,73.36,857455500,94.06
2008-07-21,85.82,86.02,83.66,84.88,145992800,108.82
2008-07-18,83.88,86.93,83.88,86.44,163702000,110.83
2008-07-17,83.77,85.7,81.66,85.28,174474100,109.33
2008-07-16,83,83.37,81.41,83.06,127321800,106.49
2008-07-15,83.63,84.03,80.81,82.12,198133000,105.29
2008-07-14,84.37,85.25,83.66,84.14,130686400,107.87
2008-07-11,87.01,88.06,83.4,83.4,222274600,106.93
2008-07-10,88.78,89.68,86.73,87.47,192222200,112.14
2008-07-09,88.95,89.91,87.07,89.91,176348800,115.28
2008-07-08,86.13,89.29,86.05,89,198611900,114.11
2008-07-07,87.75,88.21,87.07,87.87,125487800,112.65
2008-07-04,86.27,86.73,79.64,86.44,94730100,110.83
2008-07-03,86.22,87.81,85.31,86.84,236650500,111.34
2008-07-02,84.68,87.33,83.63,86.67,228641300,111.12
2008-07-01,85.02,87,83.43,83.71,347780900,107.33
2008-06-30,80.3,85.11,80.27,84.82,283333800,108.75
2008-06-27,79.62,81.44,79.56,80.59,296042200,103.32
2008-06-26,81.89,82.43,79.51,79.51,189854600,101.93
2008-06-25,83.03,83.6,81.98,83.09,171099700,106.53
2008-06-24,82.75,83.43,81.33,82.46,176175400,105.72
2008-06-23,81.33,83.2,81.24,82.52,138149100,105.8
2008-06-20,84.51,84.91,81.44,82.01,266422900,105.14
2008-06-19,85.79,86.22,83.71,84.65,148005700,108.53
2008-06-18,85.9,86.19,84.79,85.36,141246900,109.44
2008-06-17,85.68,87.33,84.71,86.44,169995100,110.83
2008-06-16,87.98,88.04,84.71,85.28,142262200,109.33
2008-06-13,85.22,87.58,84.17,87.07,191010000,111.63
2008-06-12,85.88,86.96,84.06,84.99,242568300,108.97
2008-06-11,89.29,89.29,85.51,85.68,258845800,109.84
2008-06-10,87.67,89.4,87.07,88.46,105707200,113.42
2008-06-09,91.22,91.65,88.15,88.38,159882900,113.31
2008-06-06,92.13,93.89,91.28,91.65,227229000,117.5
2008-06-05,87.1,92.07,85.31,91.25,298239200,116.99
2008-06-04,89.86,89.91,87.87,87.95,230150900,112.76
2008-06-03,91.56,92.7,91.05,92.56,107325100,115.16
2008-06-02,94.41,94.41,90.85,91.36,100416400,113.67
2008-05-30,92.36,93.44,91.89,92.27,156905300,114.8
2008-05-29,92.81,93.72,91.22,91.51,156425300,113.85
2008-05-28,92.47,93.81,91.68,92.64,175885300,115.26
2008-05-27,95.54,96.4,91.22,91.28,294645600,113.56
2008-05-26,92.87,92.87,92.87,92.87,0,115.54
2008-05-23,93.61,93.81,92.44,92.87,139787400,115.54
2008-05-22,89.86,94.01,89.57,92.98,308455400,115.69
2008-05-21,92.16,93.04,89.88,90.2,139601600,112.22
2008-05-20,95.09,95.69,91.96,92.02,163109300,114.48
2008-05-19,95.54,95.56,94.24,95.54,199171500,118.87
2008-05-16,93.5,95.54,93.04,94.63,128211100,117.74
2008-05-15,92.47,92.98,91.39,92.81,158899800,115.47
2008-05-14,93.27,93.27,91.51,92.76,103120800,115.4
2008-05-13,92.93,93.27,92.02,92.64,87251800,115.26
2008-05-12,91.9,93.5,91.9,92.13,58065700,114.62
2008-05-09,92.7,92.7,91.33,92.02,85522000,114.48
2008-05-08,92.81,93.21,91.03,92.53,105914900,115.12
2008-05-07,92.13,93.72,91.62,93.33,125097700,116.11
2008-05-06,92.53,92.98,91.05,91.45,124734400,113.78
2008-05-05,92.98,92.98,92.98,92.98,0,115.69
2008-05-02,92.13,92.98,91.33,92.98,159983700,115.69
2008-05-01,90.42,90.94,89.4,90.6,70888100,112.71
2008-04-30,89.86,91.75,89.86,91.16,116700900,113.42
2008-04-29,89.4,90.25,88.43,90.14,123283100,112.15
2008-04-28,91.05,91.45,89.06,89.57,101296800,111.44
2008-04-25,90.08,90.82,88.72,90.54,145443700,112.64
2008-04-24,87.87,89.57,87.01,89.52,140563100,111.37
2008-04-23,87.98,88.61,85.99,87.58,127312500,108.96
2008-04-22,87.58,110.72,87.01,87.98,88655500,109.46
2008-04-21,88.61,89,86.39,87.64,102798100,109.03
2008-04-18,86.73,89.69,86.1,88.72,154998200,110.38
2008-04-17,88.15,88.43,86.1,86.33,134541000,107.41
2008-04-16,87.07,88.15,85.82,88.04,126889300,109.53
2008-04-15,85.99,86.39,84.85,86.1,201167900,107.12
2008-04-14,85.93,86.93,84.85,85.19,139502200,105.99
2008-04-11,91.28,91.45,86.44,86.56,238080300,107.69
2008-04-10,91.28,91.85,89.12,90.48,137599100,112.57
2008-04-09,90.6,92.13,57.55,90.77,111584200,112.93
2008-04-08,90.99,91.9,89.97,90.25,127212800,112.29
2008-04-07,90.99,91.73,90.08,91.62,105591500,113.99
2008-04-04,91.16,92.24,89.06,90.54,115382500,112.64
2008-04-03,90.48,91.45,89.4,91.22,160561300,113.49
2008-04-02,88.21,90.25,87.64,90.08,179091600,112.08
2008-04-01,84.74,88.15,84.51,87.75,190413100,109.18
2008-03-31,85.36,86.67,84.68,85.82,225527800,106.77
2008-03-28,89.52,89.91,88.78,89.29,89160500,111.09
2008-03-27,87.01,89.69,86.73,89.52,167640100,111.37
2008-03-26,87.35,89.86,86.56,87.35,182859400,108.68
2008-03-25,88.72,89.06,85.36,86.39,187869700,107.48
2008-03-24,84.91,84.91,84.91,84.91,0,105.64
2008-03-21,84.91,84.91,84.91,84.91,0,105.64
2008-03-20,84.17,85.88,83.77,84.91,343057900,105.64
2008-03-19,87.58,88.43,83.2,84.51,281722200,105.14
2008-03-18,85.88,87.98,85.31,87.01,182921700,108.26
2008-03-17,83.71,85.65,83.15,84.62,196815600,105.28
2008-03-14,85.99,88.26,85.02,85.25,178057000,106.06
2008-03-13,88.95,87.18,85.31,86.39,187657400,107.48
2008-03-12,89,89.86,87.47,87.47,171484500,108.82
2008-03-11,88.66,89.29,87.24,87.75,208961900,109.18
2008-03-10,87.3,88.38,85.88,86.1,148675600,107.12
2008-03-07,87.92,88.89,87.47,87.75,165951400,109.18
2008-03-06,90.88,90.99,88.72,89,120857000,110.73
2008-03-05,89.86,91.28,89.23,90.99,148917500,113.21
2008-03-04,90.99,93.1,88.49,89.57,186197800,111.44
2008-03-03,91.33,92.53,90.48,90.99,126513600,113.21
2008-02-29,91.68,93.1,91.28,92.53,185602200,115.12
2008-02-28,93.38,93.78,90.65,91.79,266322900,114.2
2008-02-27,95.71,95.94,92.93,93.38,206262900,116.18
2008-02-26,94.41,95.88,93.91,95.54,145529000,118.87
2008-02-25,93.55,94.52,92.81,93.89,120015900,116.82
2008-02-22,93.1,94.35,92.36,92.42,129758000,114.98
2008-02-21,93.55,95.43,92.98,93.21,199213800,115.97
2008-02-20,94.69,94.75,90.99,92.13,308189900,114.62
